tran_id,product_id,qty,amt,tran_dt
2022-01-01T07:10:04.511110_4,65,1,7.99,2022-01-01
2022-01-01T07:10:04.511110_4,80,1,4.98,2022-01-01
2022-01-01T07:10:04.511110_5,80,1,4.98,2022-01-01
2022-01-01T07:10:04.511110_5,88,3,11.97,2022-01-01
2022-01-01T07:10:04.511110_5,28,3,8.67,2022-01-01
2022-01-01T07:10:04.511110_5,54,3,2.55,2022-01-01
2022-01-01T07:10:04.511110_6,47,1,2.5,2022-01-01
2022-01-01T07:10:04.511110_6,47,2,5.0,2022-01-01
2022-01-01T07:10:04.511110_6,96,5,13.75,2022-01-01
2022-01-01T07:10:04.511110_6,60,1,1.99,2022-01-01
2022-01-01T07:10:04.511110_7,39,4,11.0,2022-01-01
2022-01-01T07:10:04.511110_7,54,3,2.55,2022-01-01
2022-01-01T07:10:04.511110_7,48,2,4.78,2022-01-01
2022-01-01T07:10:04.511110_7,31,4,9.96,2022-01-01
2022-01-01T07:10:04.511110_7,52,2,1.74,2022-01-01
2022-01-01T07:10:04.511110_8,97,1,5.99,2022-01-01
2022-01-01T07:10:04.511110_8,83,2,0.42,2022-01-01
2022-01-01T07:10:04.511110_9,15,2,5.96,2022-01-01
2022-01-01T07:10:04.511110_9,61,1,1.29,2022-01-01
2022-01-01T07:10:04.511110_9,50,1,2.6,2022-01-01
2022-01-01T07:10:04.511110_9,12,2,3.6,2022-01-01
2022-01-01T07:10:04.511110_9,33,1,5.99,2022-01-01
2022-01-01T07:10:04.511110_9,72,3,11.52,2022-01-01
2022-01-01T07:10:04.511110_9,29,2,5.3,2022-01-01
2022-01-01T07:10:04.511110_9,70,2,7.0,2022-01-01
2022-01-01T07:10:04.511110_9,98,1,4.99,2022-01-01
2022-01-01T07:10:04.511110_9,35,5,10.45,2022-01-01
2022-01-02T07:10:04.512123_0,84,4,10.0,2022-01-02
2022-01-02T07:10:04.512123_0,68,1,2.59,2022-01-02
2022-01-02T07:10:04.512123_0,39,1,2.75,2022-01-02
2022-01-02T07:10:04.512123_0,69,3,11.97,2022-01-02
2022-01-02T07:10:04.512123_0,91,1,6.7,2022-01-02
2022-01-02T07:10:04.512123_0,47,4,10.0,2022-01-02
2022-01-02T07:10:04.512123_0,90,1,0.99,2022-01-02
2022-01-02T07:10:04.512123_0,11,2,9.98,2022-01-02
2022-01-02T07:10:04.512123_1,4,1,2.99,2022-01-02
2022-01-02T07:10:04.512123_1,26,4,11.92,2022-01-02
2022-01-02T07:10:04.512123_10,40,2,7.18,2022-01-02
2022-01-02T07:10:04.512123_11,15,2,5.96,2022-01-02
2022-01-02T07:10:04.512123_11,56,2,3.18,2022-01-02
2022-01-02T07:10:04.512123_11,54,2,1.7,2022-01-02
2022-01-02T07:10:04.512123_12,63,2,7.58,2022-01-02
2022-01-02T07:10:04.512123_12,10,1,1.79,2022-01-02
2022-01-02T07:10:04.512123_12,8,3,5.67,2022-01-02
2022-01-02T07:10:04.512123_12,66,3,11.97,2022-01-02
2022-01-02T07:10:04.512123_12,71,1,6.59,2022-01-02
2022-01-02T07:10:04.512123_12,52,1,0.87,2022-01-02
2022-01-02T07:10:04.512123_12,27,4,8.6,2022-01-02
2022-01-02T07:10:04.512123_12,17,1,4.5,2022-01-02
2022-01-02T07:10:04.512123_12,97,1,5.99,2022-01-02
2022-01-02T07:10:04.512123_12,62,1,6.5,2022-01-02
2022-01-02T07:10:04.512123_13,34,2,3.98,2022-01-02
2022-01-02T07:10:04.512123_13,38,3,10.5,2022-01-02
2022-01-02T07:10:04.512123_13,72,3,11.52,2022-01-02
2022-01-02T07:10:04.512123_13,39,1,2.75,2022-01-02
2022-01-02T07:10:04.512123_13,1,3,4.5,2022-01-02
2022-01-02T07:10:04.512123_13,63,2,7.58,2022-01-02
2022-01-02T07:10:04.512123_13,69,1,3.99,2022-01-02
2022-01-02T07:10:04.512123_13,78,2,7.6,2022-01-02
2022-01-02T07:10:04.512123_13,23,3,11.37,2022-01-02
2022-01-02T07:10:04.512123_14,78,3,11.4,2022-01-02
2022-01-02T07:10:04.512123_14,30,2,6.2,2022-01-02
2022-01-02T07:10:04.512123_14,41,1,2.39,2022-01-02
2022-01-02T07:10:04.512123_14,10,1,1.79,2022-01-02
2022-01-02T07:10:04.512123_14,34,2,3.98,2022-01-02
2022-01-02T07:10:04.512123_14,7,1,1.5,2022-01-02
2022-01-02T07:10:04.512123_14,68,1,2.59,2022-01-02
2022-01-02T07:10:04.512123_14,83,4,0.84,2022-01-02
2022-01-02T07:10:04.512123_15,77,4,2.36,2022-01-02
2022-01-02T07:10:04.512123_15,9,3,8.97,2022-01-02
2022-01-02T07:10:04.512123_15,39,2,5.5,2022-01-02
2022-01-02T07:10:04.512123_16,66,3,11.97,2022-01-02
2022-01-02T07:10:04.512123_16,35,3,6.27,2022-01-02
2022-01-02T07:10:04.512123_16,76,4,2.28,2022-01-02
2022-01-02T07:10:04.512123_16,35,3,6.27,2022-01-02
2022-01-02T07:10:04.512123_16,10,1,1.79,2022-01-02
2022-01-02T07:10:04.512123_16,92,3,7.47,2022-01-02
2022-01-02T07:10:04.512123_16,41,2,4.78,2022-01-02
2022-01-02T07:10:04.512123_16,70,1,3.5,2022-01-02
2022-01-02T07:10:04.512123_16,62,1,6.5,2022-01-02
2022-01-02T07:10:04.512123_17,96,4,11.0,2022-01-02
2022-01-02T07:10:04.512123_17,79,1,3.57,2022-01-02
2022-01-02T07:10:04.512123_17,75,1,8.79,2022-01-02
2022-01-02T07:10:04.512123_17,22,5,13.95,2022-01-02
2022-01-02T07:10:04.512123_2,59,1,2.79,2022-01-02
2022-01-02T07:10:04.512123_2,57,4,7.96,2022-01-02
2022-01-02T07:10:04.512123_2,80,1,4.98,2022-01-02
2022-01-02T07:10:04.512123_2,29,5,13.25,2022-01-02
2022-01-02T07:10:04.512123_2,66,2,7.98,2022-01-02
2022-01-02T07:10:04.512123_2,60,5,9.95,2022-01-02
2022-01-02T07:10:04.512123_2,88,3,11.97,2022-01-02
2022-01-02T07:10:04.512123_2,79,3,10.71,2022-01-02
2022-01-02T07:10:04.512123_2,88,1,3.99,2022-01-02
2022-01-02T07:10:04.512123_2,10,4,7.16,2022-01-02
2022-01-02T07:10:04.512123_3,16,2,6.28,2022-01-02
2022-01-02T07:10:04.512123_4,99,3,14.97,2022-01-02
2022-01-02T07:10:04.512123_4,56,3,4.77,2022-01-02
2022-01-02T07:10:04.512123_4,34,2,3.98,2022-01-02
2022-01-02T07:10:04.512123_4,34,5,9.95,2022-01-02
2022-01-02T07:10:04.512123_4,58,4,9.0,2022-01-02
2022-01-02T07:10:04.512123_4,28,5,14.45,2022-01-02
2022-01-02T07:10:04.512123_4,23,2,7.58,2022-01-02
2022-01-02T07:10:04.512123_4,75,1,8.79,2022-01-02
2022-01-02T07:10:04.512123_4,63,2,7.58,2022-01-02
2022-01-02T07:10:04.512123_4,56,3,4.77,2022-01-02
2022-01-02T07:10:04.512123_5,21,5,14.95,2022-01-02
2022-01-02T07:10:04.512123_5,74,4,3.8,2022-01-02
2022-01-02T07:10:04.512123_5,12,1,1.8,2022-01-02
2022-01-02T07:10:04.512123_5,69,2,7.98,2022-01-02
2022-01-02T07:10:04.512123_5,35,2,4.18,2022-01-02
2022-01-02T07:10:04.512123_5,82,1,7.99,2022-01-02
2022-01-02T07:10:04.512123_5,80,1,4.98,2022-01-02
2022-01-02T07:10:04.512123_5,72,2,7.68,2022-01-02
2022-01-02T07:10:04.512123_5,20,5,6.95,2022-01-02
2022-01-02T07:10:04.512123_6,17,2,9.0,2022-01-02
2022-01-02T07:10:04.512123_6,39,3,8.25,2022-01-02
2022-01-02T07:10:04.512123_6,50,3,7.8,2022-01-02
2022-01-02T07:10:04.512123_6,76,4,2.28,2022-01-02
2022-01-02T07:10:04.512123_6,99,3,14.97,2022-01-02
2022-01-02T07:10:04.512123_6,74,4,3.8,2022-01-02
2022-01-02T07:10:04.512123_6,50,1,2.6,2022-01-02
2022-01-02T07:10:04.512123_6,32,2,6.18,2022-01-02
2022-01-02T07:10:04.512123_7,57,2,3.98,2022-01-02
2022-01-02T07:10:04.512123_7,3,2,4.9,2022-01-02
2022-01-02T07:10:04.512123_7,18,2,7.76,2022-01-02
2022-01-02T07:10:04.512123_7,78,1,3.8,2022-01-02
2022-01-02T07:10:04.512123_7,27,4,8.6,2022-01-02
2022-01-02T07:10:04.512123_7,99,1,4.99,2022-01-02
2022-01-02T07:10:04.512123_7,71,1,6.59,2022-01-02
2022-01-02T07:10:04.512123_8,96,2,5.5,2022-01-02
2022-01-02T07:10:04.512123_8,57,4,7.96,2022-01-02
2022-01-02T07:10:04.512123_9,17,2,9.0,2022-01-02
2022-01-02T07:10:04.512123_9,66,1,3.99,2022-01-02
2022-01-02T07:10:04.512123_9,92,3,7.47,2022-01-02
2022-01-03T07:10:04.512123_0,25,3,7.05,2022-01-03
2022-01-03T07:10:04.512123_0,61,4,5.16,2022-01-03
2022-01-03T07:10:04.512123_0,17,1,4.5,2022-01-03
2022-01-03T07:10:04.512123_1,97,1,5.99,2022-01-03
2022-01-03T07:10:04.512123_1,9,5,14.95,2022-01-03
2022-01-03T07:10:04.512123_1,55,2,1.56,2022-01-03
2022-01-03T07:10:04.512123_1,59,2,5.58,2022-01-03
2022-01-03T07:10:04.512123_1,28,5,14.45,2022-01-03
2022-01-03T07:10:04.512123_2,44,4,5.96,2022-01-03
2022-01-03T07:10:04.512123_2,13,2,5.96,2022-01-03
2022-01-03T07:10:04.512123_2,53,5,4.95,2022-01-03
2022-01-03T07:10:04.512123_2,89,2,5.56,2022-01-03
2022-01-03T07:10:04.512123_2,84,4,10.0,2022-01-03
2022-01-03T07:10:04.512123_2,28,4,11.56,2022-01-03
2022-01-03T07:10:04.512123_2,100,1,1.99,2022-01-03
2022-01-03T07:10:04.512123_2,63,1,3.79,2022-01-03
2022-01-03T07:10:04.512123_2,35,3,6.27,2022-01-03
2022-01-03T07:10:04.512123_2,25,1,2.35,2022-01-03
2022-01-03T07:10:04.512123_3,1,5,7.5,2022-01-03
2022-01-03T07:10:04.512123_4,9,4,11.96,2022-01-03
2022-01-03T07:10:04.512123_4,72,3,11.52,2022-01-03
2022-01-03T07:10:04.512123_5,13,1,2.98,2022-01-03
2022-01-03T07:10:04.512123_5,93,1,5.99,2022-01-03
2022-01-03T07:10:04.512123_5,91,1,6.7,2022-01-03
2022-01-03T07:10:04.512123_5,88,1,3.99,2022-01-03
2022-01-03T07:10:04.512123_5,32,2,6.18,2022-01-03
2022-01-03T07:10:04.512123_5,36,4,9.56,2022-01-03
2022-01-03T07:10:04.512123_6,9,4,11.96,2022-01-03
2022-01-03T07:10:04.512123_7,87,1,9.99,2022-01-03
2022-01-03T07:10:04.512123_7,63,1,3.79,2022-01-03
2022-01-03T07:10:04.512123_7,70,2,7.0,2022-01-03
2022-01-03T07:10:04.512123_7,79,1,3.57,2022-01-03
2022-01-03T07:10:04.512123_7,5,3,5.25,2022-01-03
2022-01-03T07:10:04.512123_8,16,1,3.14,2022-01-03
2022-01-03T07:10:04.512123_8,4,5,14.95,2022-01-03
2022-01-03T07:10:04.512123_8,63,2,7.58,2022-01-03
2022-01-03T07:10:04.512123_8,6,2,3.98,2022-01-03
2022-01-03T07:10:04.512123_8,74,2,1.9,2022-01-03
2022-01-03T07:10:04.512123_8,3,1,2.45,2022-01-03
2022-01-03T07:10:04.512123_8,50,3,7.8,2022-01-03
2022-01-03T07:10:04.512123_8,61,2,2.58,2022-01-03
2022-01-03T07:10:04.512123_8,64,3,13.38,2022-01-03
2022-01-04T07:10:04.512123_0,65,1,7.99,2022-01-04
2022-01-04T07:10:04.512123_0,43,2,7.98,2022-01-04
2022-01-04T07:10:04.512123_0,79,2,7.14,2022-01-04
2022-01-04T07:10:04.512123_1,80,2,9.96,2022-01-04
2022-01-04T07:10:04.512123_1,11,1,4.99,2022-01-04
2022-01-04T07:10:04.512123_1,56,3,4.77,2022-01-04
2022-01-04T07:10:04.512123_1,22,1,2.79,2022-01-04
2022-01-04T07:10:04.512123_2,24,5,14.0,2022-01-04
2022-01-04T07:10:04.512123_2,58,2,4.5,2022-01-04
2022-01-04T07:10:04.512123_2,58,3,6.75,2022-01-04
2022-01-04T07:10:04.512123_2,19,1,3.45,2022-01-04
2022-01-04T07:10:04.512123_2,80,2,9.96,2022-01-04
2022-01-04T07:10:04.512123_2,99,3,14.97,2022-01-04
2022-01-04T07:10:04.512123_3,49,1,3.99,2022-01-04
2022-01-04T07:10:04.512123_3,86,2,2.58,2022-01-04
2022-01-04T07:10:04.512123_3,71,1,6.59,2022-01-04
2022-01-04T07:10:04.512123_3,47,1,2.5,2022-01-04
2022-01-04T07:10:04.512123_3,59,3,8.37,2022-01-04
2022-01-04T07:10:04.512123_3,28,5,14.45,2022-01-04
2022-01-04T07:10:04.512123_3,34,3,5.97,2022-01-04
2022-01-04T07:10:04.512123_4,27,1,2.15,2022-01-04
2022-01-04T07:10:04.512123_4,71,1,6.59,2022-01-04
2022-01-04T07:10:04.512123_4,39,2,5.5,2022-01-04
2022-01-04T07:10:04.512123_4,57,4,7.96,2022-01-04
2022-01-04T07:10:04.512123_5,4,1,2.99,2022-01-04
2022-01-04T07:10:04.512123_5,80,3,14.94,2022-01-04
2022-01-04T07:10:04.512123_5,48,5,11.95,2022-01-04
2022-01-04T07:10:04.512123_5,33,1,5.99,2022-01-04
2022-01-04T07:10:04.512123_5,12,4,7.2,2022-01-04
2022-01-04T07:10:04.512123_5,77,2,1.18,2022-01-04
2022-01-04T07:10:04.512123_5,90,1,0.99,2022-01-04
2022-01-05T07:10:04.512123_0,7,1,1.5,2022-01-05
2022-01-05T07:10:04.512123_1,28,2,5.78,2022-01-05
2022-01-05T07:10:04.512123_1,36,5,11.95,2022-01-05
2022-01-05T07:10:04.512123_1,41,3,7.17,2022-01-05
2022-01-05T07:10:04.512123_1,89,2,5.56,2022-01-05
2022-01-05T07:10:04.512123_1,82,1,7.99,2022-01-05
2022-01-05T07:10:04.512123_2,100,5,9.95,2022-01-05
2022-01-05T07:10:04.512123_2,17,3,13.5,2022-01-05
2022-01-05T07:10:04.512123_2,22,1,2.79,2022-01-05
2022-01-05T07:10:04.512123_2,46,4,2.76,2022-01-05
2022-01-05T07:10:04.512123_2,52,1,0.87,2022-01-05
2022-01-05T07:10:04.512123_2,35,3,6.27,2022-01-05
2022-01-05T07:10:04.512123_2,65,1,7.99,2022-01-05
2022-01-05T07:10:04.512123_2,38,2,7.0,2022-01-05
2022-01-05T07:10:04.512123_2,34,1,1.99,2022-01-05
2022-01-05T07:10:04.512123_2,20,4,5.56,2022-01-05
2022-01-05T07:10:04.512123_3,83,1,0.21,2022-01-05
2022-01-05T07:10:04.512123_3,63,1,3.79,2022-01-05
2022-01-05T07:10:04.512123_3,78,2,7.6,2022-01-05
2022-01-05T07:10:04.512123_3,71,1,6.59,2022-01-05
2022-01-05T07:10:04.512123_3,88,3,11.97,2022-01-05
2022-01-05T07:10:04.512123_3,66,1,3.99,2022-01-05
2022-01-05T07:10:04.512123_4,2,4,5.0,2022-01-05
2022-01-05T07:10:04.512123_4,42,4,1.56,2022-01-05
2022-01-05T07:10:04.512123_4,60,3,5.97,2022-01-05
2022-01-05T07:10:04.512123_4,40,2,7.18,2022-01-05
2022-01-05T07:10:04.512123_4,25,4,9.4,2022-01-05
2022-01-05T07:10:04.512123_4,27,2,4.3,2022-01-05
2022-01-05T07:10:04.512123_5,11,2,9.98,2022-01-05
2022-01-05T07:10:04.512123_5,34,4,7.96,2022-01-05
2022-01-05T07:10:04.512123_5,78,3,11.4,2022-01-05
2022-01-05T07:10:04.512123_5,32,1,3.09,2022-01-05
2022-01-05T07:10:04.512123_5,19,1,3.45,2022-01-05
2022-01-05T07:10:04.512123_5,1,5,7.5,2022-01-05
2022-01-05T07:10:04.512123_5,80,3,14.94,2022-01-05
2022-01-05T07:10:04.512123_5,51,5,12.45,2022-01-05
2022-01-06T07:10:04.512123_0,5,1,1.75,2022-01-06
2022-01-06T07:10:04.512123_0,100,3,5.97,2022-01-06
2022-01-06T07:10:04.512123_0,17,3,13.5,2022-01-06
2022-01-06T07:10:04.512123_0,46,5,3.45,2022-01-06
2022-01-06T07:10:04.512123_0,61,3,3.87,2022-01-06
2022-01-06T07:10:04.512123_0,64,1,4.46,2022-01-06
2022-01-06T07:10:04.512123_0,14,2,1.98,2022-01-06
2022-01-06T07:10:04.512123_0,8,1,1.89,2022-01-06
2022-01-06T07:10:04.512123_0,92,2,4.98,2022-01-06
2022-01-06T07:10:04.512123_0,74,1,0.95,2022-01-06
2022-01-06T07:10:04.512123_1,85,1,4.99,2022-01-06
2022-01-06T07:10:04.512123_1,6,1,1.99,2022-01-06
2022-01-06T07:10:04.512123_1,37,5,13.45,2022-01-06
2022-01-06T07:10:04.512123_1,81,3,10.77,2022-01-06
2022-01-06T07:10:04.512123_1,85,3,14.97,2022-01-06
2022-01-06T07:10:04.512123_1,64,3,13.38,2022-01-06
2022-01-06T07:10:04.512123_1,86,1,1.29,2022-01-06
2022-01-06T07:10:04.512123_2,61,4,5.16,2022-01-06
2022-01-06T07:10:04.512123_2,19,1,3.45,2022-01-06
2022-01-06T07:10:04.512123_2,52,2,1.74,2022-01-06
2022-01-06T07:10:04.512123_2,70,1,3.5,2022-01-06
2022-01-06T07:10:04.512123_2,7,2,3.0,2022-01-06
2022-01-06T07:10:04.512123_2,8,1,1.89,2022-01-06
2022-01-07T07:10:04.512123_0,75,1,8.79,2022-01-07
2022-01-07T07:10:04.512123_0,33,1,5.99,2022-01-07
2022-01-07T07:10:04.512123_0,8,2,3.78,2022-01-07
2022-01-07T07:10:04.512123_0,50,3,7.8,2022-01-07
2022-01-07T07:10:04.512123_0,28,5,14.45,2022-01-07
2022-01-07T07:10:04.512123_0,58,3,6.75,2022-01-07
2022-01-07T07:10:04.512123_0,74,5,4.75,2022-01-07
2022-01-07T07:10:04.512123_0,74,2,1.9,2022-01-07
2022-01-07T07:10:04.512123_0,22,3,8.37,2022-01-07
2022-01-07T07:10:04.512123_0,44,2,2.98,2022-01-07
2022-01-07T07:10:04.512123_1,60,4,7.96,2022-01-07
2022-01-07T07:10:04.512123_2,63,2,7.58,2022-01-07
2022-01-07T07:10:04.512123_2,44,1,1.49,2022-01-07
2022-01-07T07:10:04.512123_2,91,1,6.7,2022-01-07
2022-01-07T07:10:04.512123_2,15,4,11.92,2022-01-07
2022-01-07T07:10:04.512123_2,17,2,9.0,2022-01-07
2022-01-07T07:10:04.512123_2,12,4,7.2,2022-01-07
2022-01-08T07:10:04.512123_0,46,1,0.69,2022-01-08
2022-01-08T07:10:04.512123_0,94,2,3.98,2022-01-08
2022-01-08T07:10:04.512123_0,35,5,10.45,2022-01-08
2022-01-08T07:10:04.512123_0,88,1,3.99,2022-01-08
2022-01-08T07:10:04.512123_0,58,4,9.0,2022-01-08
2022-01-08T07:10:04.512123_0,27,3,6.45,2022-01-08
2022-01-08T07:10:04.512123_0,87,1,9.99,2022-01-08
2022-01-08T07:10:04.512123_0,48,5,11.95,2022-01-08
2022-01-08T07:10:04.512123_0,10,5,8.95,2022-01-08
2022-01-08T07:10:04.512123_0,83,2,0.42,2022-01-08
2022-01-08T07:10:04.512123_1,10,3,5.37,2022-01-08
2022-01-08T07:10:04.512123_1,54,4,3.4,2022-01-08
2022-01-08T07:10:04.512123_1,2,2,2.5,2022-01-08
2022-01-08T07:10:04.512123_1,56,4,6.36,2022-01-08
2022-01-08T07:10:04.512123_1,92,5,12.45,2022-01-08
2022-01-08T07:10:04.512123_1,6,4,7.96,2022-01-08
2022-01-08T07:10:04.512123_1,79,1,3.57,2022-01-08
2022-01-08T07:10:04.512123_1,25,2,4.7,2022-01-08
2022-01-08T07:10:04.512123_1,3,5,12.25,2022-01-08
2022-01-08T07:10:04.512123_1,86,3,3.87,2022-01-08
2022-01-08T07:10:04.512123_2,1,5,7.5,2022-01-08
2022-01-08T07:10:04.512123_2,46,3,2.07,2022-01-08
2022-01-08T07:10:04.512123_2,15,1,2.98,2022-01-08
2022-01-08T07:10:04.512123_2,45,4,3.96,2022-01-08
2022-01-08T07:10:04.512123_2,96,5,13.75,2022-01-08
2022-01-08T07:10:04.512123_2,71,1,6.59,2022-01-08
2022-01-08T07:10:04.512123_3,11,3,14.97,2022-01-08
2022-01-08T07:10:04.512123_3,47,2,5.0,2022-01-08
2022-01-08T07:10:04.512123_3,41,4,9.56,2022-01-08
2022-01-08T07:10:04.512123_3,68,5,12.95,2022-01-08
2022-01-08T07:10:04.512123_3,30,1,3.1,2022-01-08
2022-01-08T07:10:04.512123_3,27,2,4.3,2022-01-08
2022-01-08T07:10:04.512123_3,8,1,1.89,2022-01-08
2022-01-08T07:10:04.512123_3,58,3,6.75,2022-01-08
2022-01-08T07:10:04.512123_4,2,4,5.0,2022-01-08
2022-01-08T07:10:04.512123_4,64,3,13.38,2022-01-08
2022-01-08T07:10:04.512123_4,12,5,9.0,2022-01-08
2022-01-08T07:10:04.512123_4,74,1,0.95,2022-01-08
2022-01-08T07:10:04.512123_4,82,1,7.99,2022-01-08
2022-01-08T07:10:04.512123_4,40,2,7.18,2022-01-08
2022-01-08T07:10:04.512123_4,33,1,5.99,2022-01-08
2022-01-08T07:10:04.512123_4,9,5,14.95,2022-01-08
2022-01-08T07:10:04.512123_4,60,4,7.96,2022-01-08
2022-01-08T07:10:04.512123_5,6,3,5.97,2022-01-08
2022-01-08T07:10:04.512123_5,33,1,5.99,2022-01-08
2022-01-08T07:10:04.512123_5,94,3,5.97,2022-01-08
2022-01-08T07:10:04.512123_5,76,4,2.28,2022-01-08
2022-01-08T07:10:04.512123_5,84,4,10.0,2022-01-08
2022-01-08T07:10:04.512123_5,2,5,6.25,2022-01-08
2022-01-08T07:10:04.512123_5,97,1,5.99,2022-01-08
2022-01-08T07:10:04.512123_5,21,4,11.96,2022-01-08
2022-01-08T07:10:04.512123_5,89,1,2.78,2022-01-08
2022-01-08T07:10:04.512123_6,11,3,14.97,2022-01-08
2022-01-08T07:10:04.512123_6,86,2,2.58,2022-01-08
2022-01-08T07:10:04.512123_6,46,1,0.69,2022-01-08
2022-01-08T07:10:04.512123_6,33,1,5.99,2022-01-08
2022-01-08T07:10:04.512123_6,10,5,8.95,2022-01-08
2022-01-08T07:10:04.512123_7,32,3,9.27,2022-01-08
2022-01-08T07:10:04.512123_7,91,1,6.7,2022-01-08
2022-01-08T07:10:04.512123_7,96,4,11.0,2022-01-08
2022-01-08T07:10:04.512123_7,82,1,7.99,2022-01-08
2022-01-08T07:10:04.512123_7,86,1,1.29,2022-01-08
2022-01-08T07:10:04.512123_7,14,5,4.95,2022-01-08
2022-01-08T07:10:04.512123_7,37,4,10.76,2022-01-08
2022-01-08T07:10:04.513122_10,50,5,13.0,2022-01-08
2022-01-08T07:10:04.513122_10,26,2,5.96,2022-01-08
2022-01-08T07:10:04.513122_10,68,2,5.18,2022-01-08
2022-01-08T07:10:04.513122_10,63,2,7.58,2022-01-08
2022-01-08T07:10:04.513122_10,38,1,3.5,2022-01-08
2022-01-08T07:10:04.513122_10,45,2,1.98,2022-01-08
2022-01-08T07:10:04.513122_10,81,1,3.59,2022-01-08
2022-01-08T07:10:04.513122_10,51,2,4.98,2022-01-08
2022-01-08T07:10:04.513122_10,12,4,7.2,2022-01-08
2022-01-08T07:10:04.513122_11,63,3,11.37,2022-01-08
2022-01-08T07:10:04.513122_11,7,1,1.5,2022-01-08
2022-01-08T07:10:04.513122_11,12,5,9.0,2022-01-08
2022-01-08T07:10:04.513122_11,84,2,5.0,2022-01-08
2022-01-08T07:10:04.513122_11,18,1,3.88,2022-01-08
2022-01-08T07:10:04.513122_11,24,4,11.2,2022-01-08
2022-01-08T07:10:04.513122_11,37,3,8.07,2022-01-08
2022-01-08T07:10:04.513122_11,38,3,10.5,2022-01-08
2022-01-08T07:10:04.513122_11,40,2,7.18,2022-01-08
2022-01-08T07:10:04.513122_12,100,3,5.97,2022-01-08
2022-01-08T07:10:04.513122_13,85,1,4.99,2022-01-08
2022-01-08T07:10:04.513122_13,84,1,2.5,2022-01-08
2022-01-08T07:10:04.513122_13,21,2,5.98,2022-01-08
2022-01-08T07:10:04.513122_13,40,1,3.59,2022-01-08
