tran_id,store_id,member_id,tran_dt
2020-04-15T19:57:01.672998_67,2,1923,2019-01-06
2020-04-15T19:57:01.672998_68,1,1765,2019-01-06
2020-04-15T19:57:01.672998_69,1,1487,2019-01-06
2020-04-15T19:57:01.672998_70,1,1452,2019-01-06
2020-04-15T19:57:01.672998_71,1,1972,2019-01-06
2020-04-15T19:57:01.672998_72,3,1013,2019-01-06
2020-04-15T19:57:01.672998_73,1,1085,2019-01-06
2020-04-15T19:57:01.672998_74,1,1031,2019-01-06
2020-04-15T19:57:01.672998_75,2,1331,2019-01-06
2020-04-15T19:57:01.672998_76,1,1568,2019-01-06
2020-04-15T19:57:01.672998_77,3,1660,2019-01-06
2020-04-15T19:57:01.672998_78,1,1277,2019-01-06
2020-04-15T19:57:01.672998_79,3,1884,2019-01-06
2020-04-15T19:57:01.672998_80,2,1277,2019-01-06
2020-04-15T19:57:01.672998_81,3,1061,2019-01-06
2020-04-15T19:57:01.672998_82,3,1385,2019-01-06
2020-04-15T19:57:01.672998_83,3,1234,2019-01-07
2020-04-15T19:57:01.672998_84,2,1660,2019-01-07
2020-04-15T19:57:01.673997_100,3,1636,2019-01-08
2020-04-15T19:57:01.673997_101,3,1589,2019-01-08
2020-04-15T19:57:01.673997_102,3,1282,2019-01-09
2020-04-15T19:57:01.673997_103,2,1967,2019-01-09
2020-04-15T19:57:01.673997_104,3,1310,2019-01-09
2020-04-15T19:57:01.673997_105,1,1200,2019-01-09
2020-04-15T19:57:01.673997_106,1,1207,2019-01-09
2020-04-15T19:57:01.673997_107,2,1361,2019-01-09
2020-04-15T19:57:01.673997_108,1,1272,2019-01-09
2020-04-15T19:57:01.673997_109,2,1795,2019-01-09
2020-04-15T19:57:01.673997_110,3,1074,2019-01-09
2020-04-15T19:57:01.673997_111,3,1928,2019-01-09
2020-04-15T19:57:01.673997_112,3,1886,2019-01-10
2020-04-15T19:57:01.673997_113,3,1367,2019-01-10
2020-04-15T19:57:01.673997_114,1,1422,2019-01-10
2020-04-15T19:57:01.673997_115,3,1454,2019-01-10
2020-04-15T19:57:01.673997_116,1,1475,2019-01-10
2020-04-15T19:57:01.673997_117,1,1675,2019-01-10
2020-04-15T19:57:01.673997_118,2,1331,2019-01-10
2020-04-15T19:57:01.673997_119,2,1706,2019-01-11
2020-04-15T19:57:01.673997_120,1,1898,2019-01-11
2020-04-15T19:57:01.673997_121,3,1765,2019-01-11
2020-04-15T19:57:01.673997_122,1,1372,2019-01-11
2020-04-15T19:57:01.673997_123,2,1513,2019-01-11
2020-04-15T19:57:01.673997_124,3,1972,2019-01-11
2020-04-15T19:57:01.673997_125,3,1346,2019-01-11
2020-04-15T19:57:01.673997_126,2,1385,2019-01-11
2020-04-15T19:57:01.673997_127,3,1856,2019-01-12
2020-04-15T19:57:01.673997_128,2,1087,2019-01-12
2020-04-15T19:57:01.673997_129,2,1413,2019-01-12
2020-04-15T19:57:01.673997_130,2,1798,2019-01-12
2020-04-15T19:57:01.673997_131,3,1706,2019-01-12
2020-04-15T19:57:01.673997_132,1,1540,2019-01-12
2020-04-15T19:57:01.673997_133,2,1085,2019-01-12
2020-04-15T19:57:01.673997_134,3,1568,2019-01-12
2020-04-15T19:57:01.673997_135,1,1222,2019-01-12
2020-04-15T19:57:01.673997_136,2,1967,2019-01-12
2020-04-15T19:57:01.673997_137,2,1923,2019-01-12
2020-04-15T19:57:01.673997_138,1,1251,2019-01-12
2020-04-15T19:57:01.673997_139,2,1884,2019-01-12
2020-04-15T19:57:01.673997_140,3,1335,2019-01-12
2020-04-15T19:57:01.673997_141,3,1310,2019-01-12
2020-04-15T19:57:01.673997_142,1,1234,2019-01-12
2020-04-15T19:57:01.673997_143,1,1331,2019-01-12
2020-04-15T19:57:01.673997_144,1,1385,2019-01-12
2020-04-15T19:57:01.673997_145,1,1684,2019-01-12
2020-04-15T19:57:01.673997_146,1,1568,2019-01-12
2020-04-15T19:57:01.673997_147,2,1368,2019-01-12
2020-04-15T19:57:01.673997_148,3,1942,2019-01-12
2020-04-15T19:57:01.673997_149,2,1250,2019-01-12
2020-04-15T19:57:01.673997_150,2,1414,2019-01-13
2020-04-15T19:57:01.673997_151,1,1798,2019-01-13
2020-04-15T19:57:01.673997_152,3,1549,2019-01-13
2020-04-15T19:57:01.673997_153,3,1923,2019-01-13
2020-04-15T19:57:01.673997_154,1,1942,2019-01-13
2020-04-15T19:57:01.673997_155,3,1568,2019-01-13
2020-04-15T19:57:01.673997_156,2,1234,2019-01-13
2020-04-15T19:57:01.673997_157,1,1366,2019-01-13
2020-04-15T19:57:01.673997_158,3,1798,2019-01-13
2020-04-15T19:57:01.673997_85,3,1289,2019-01-07
2020-04-15T19:57:01.673997_86,2,1277,2019-01-07
2020-04-15T19:57:01.673997_87,2,1452,2019-01-07
2020-04-15T19:57:01.673997_88,1,1194,2019-01-07
2020-04-15T19:57:01.673997_89,3,1100,2019-01-07
2020-04-15T19:57:01.673997_90,1,1856,2019-01-07
2020-04-15T19:57:01.673997_91,2,1272,2019-01-07
2020-04-15T19:57:01.673997_92,2,1222,2019-01-08
2020-04-15T19:57:01.673997_93,3,1085,2019-01-08
2020-04-15T19:57:01.673997_94,3,1856,2019-01-08
2020-04-15T19:57:01.673997_95,2,1884,2019-01-08
2020-04-15T19:57:01.673997_96,3,1595,2019-01-08
2020-04-15T19:57:01.673997_97,3,1371,2019-01-08
2020-04-15T19:57:01.673997_98,3,1368,2019-01-08
2020-04-15T19:57:01.673997_99,2,1333,2019-01-08
2020-04-15T19:57:01.674997_159,3,1452,2019-01-13
2020-04-15T19:57:01.674997_160,1,1413,2019-01-13
2020-04-15T19:57:01.674997_161,1,1010,2019-01-13
2020-04-15T19:57:01.674997_162,3,1413,2019-01-13
2020-04-15T19:57:01.674997_163,1,1660,2019-01-13
2020-04-15T19:57:01.674997_164,2,1142,2019-01-13
2020-04-15T19:57:01.674997_165,2,1675,2019-01-13
2020-04-15T19:57:01.674997_166,2,1798,2019-01-13
2020-04-15T19:57:01.674997_167,3,1454,2019-01-13
2020-04-15T19:57:01.674997_168,2,1194,2019-01-13
2020-04-15T19:57:01.674997_169,1,1292,2019-01-13
2020-04-15T19:57:01.674997_170,2,1798,2019-01-13
2020-04-15T19:57:01.674997_171,3,1371,2019-01-13
2020-04-15T19:57:01.674997_172,3,1506,2019-01-13
2020-04-15T19:57:01.674997_173,3,1294,2019-01-14
2020-04-15T19:57:01.674997_174,3,1164,2019-01-14
2020-04-15T19:57:01.674997_175,3,1520,2019-01-14
2020-04-15T19:57:01.674997_176,2,1487,2019-01-14
2020-04-15T19:57:01.674997_177,3,1632,2019-01-14
2020-04-15T19:57:01.674997_178,3,1194,2019-01-14
2020-04-15T19:57:01.674997_179,2,1992,2019-01-14
2020-04-15T19:57:01.674997_180,3,1307,2019-01-14
2020-04-15T19:57:01.674997_181,3,1030,2019-01-14
2020-04-15T19:57:01.674997_182,3,1942,2019-01-14
2020-04-15T19:57:01.674997_183,2,1701,2019-01-14
2020-04-15T19:57:01.674997_184,2,1366,2019-01-15
2020-04-15T19:57:01.674997_185,2,1684,2019-01-15
2020-04-15T19:57:01.674997_186,1,1031,2019-01-15
2020-04-15T19:57:01.674997_187,1,1460,2019-01-15
2020-04-15T19:57:01.674997_188,3,1234,2019-01-15
2020-04-15T19:57:01.674997_189,2,1335,2019-01-15
2020-04-15T19:57:01.674997_190,3,1277,2019-01-15
2020-04-15T19:57:01.674997_191,3,1973,2019-01-15
2020-04-15T19:57:01.674997_192,2,1509,2019-01-15
2020-04-15T19:57:01.674997_193,3,1620,2019-01-15
2020-04-15T19:57:01.674997_194,2,1923,2019-01-15
2020-04-15T19:57:01.674997_195,3,1540,2019-01-15
2020-04-15T19:57:01.674997_196,3,1973,2019-01-16
2020-04-15T19:57:01.674997_197,2,1310,2019-01-16
2020-04-15T19:57:01.674997_198,2,1675,2019-01-16
2020-04-15T19:57:01.674997_199,1,1580,2019-01-16
2020-04-15T19:57:01.674997_200,2,1294,2019-01-16
2020-04-15T19:57:01.674997_201,1,1706,2019-01-16
2020-04-15T19:57:01.674997_202,3,1414,2019-01-16
2020-04-15T19:57:01.674997_203,3,1487,2019-01-16
2020-04-15T19:57:01.674997_204,2,1101,2019-01-17
2020-04-15T19:57:01.674997_205,1,1336,2019-01-17
2020-04-15T19:57:01.674997_206,2,1570,2019-01-17
2020-04-15T19:57:01.674997_207,2,1361,2019-01-17
2020-04-15T19:57:01.674997_208,3,1331,2019-01-17
2020-04-15T19:57:01.674997_209,1,1997,2019-01-17
2020-04-15T19:57:01.674997_210,1,1452,2019-01-17
2020-04-15T19:57:01.674997_211,3,1085,2019-01-17
2020-04-15T19:57:01.674997_212,3,1589,2019-01-17
2020-04-15T19:57:01.674997_213,3,1697,2019-01-17
2020-04-15T19:57:01.674997_214,2,1200,2019-01-17
2020-04-15T19:57:01.674997_215,1,1660,2019-01-18
2020-04-15T19:57:01.674997_216,1,1031,2019-01-18
2020-04-15T19:57:01.674997_217,2,1489,2019-01-18
2020-04-15T19:57:01.674997_218,1,1928,2019-01-18
2020-04-15T19:57:01.674997_219,3,1289,2019-01-18
2020-04-15T19:57:01.674997_220,3,1511,2019-01-18
2020-04-15T19:57:01.674997_221,2,1087,2019-01-18
2020-04-15T19:57:01.674997_222,3,1422,2019-01-18
2020-04-15T19:57:01.674997_223,1,1540,2019-01-18
2020-04-15T19:57:01.675997_224,1,1460,2019-01-19
2020-04-15T19:57:01.675997_225,2,1074,2019-01-19
2020-04-15T19:57:01.675997_226,2,1625,2019-01-19
2020-04-15T19:57:01.675997_227,1,1422,2019-01-19
2020-04-15T19:57:01.675997_228,1,1134,2019-01-19
2020-04-15T19:57:01.675997_229,3,1200,2019-01-19
2020-04-15T19:57:01.675997_230,2,1795,2019-01-19
2020-04-15T19:57:01.675997_231,1,1636,2019-01-19
2020-04-15T19:57:01.675997_232,2,1277,2019-01-19
2020-04-15T19:57:01.675997_233,3,1856,2019-01-19
2020-04-15T19:57:01.675997_234,1,1292,2019-01-19
2020-04-15T19:57:01.675997_235,1,1454,2019-01-19
2020-04-15T19:57:01.675997_236,1,1595,2019-01-19
2020-04-15T19:57:01.675997_237,1,1372,2019-01-19
2020-04-15T19:57:01.675997_238,3,1625,2019-01-19
2020-04-15T19:57:01.675997_239,2,1031,2019-01-19
2020-04-15T19:57:01.675997_240,2,1632,2019-01-19
2020-04-15T19:57:01.675997_241,3,1361,2019-01-19
2020-04-15T19:57:01.675997_242,2,1460,2019-01-19
2020-04-15T19:57:01.675997_243,3,1992,2019-01-19
2020-04-15T19:57:01.675997_244,3,1031,2019-01-19
2020-04-15T19:57:01.675997_245,3,1967,2019-01-19
2020-04-15T19:57:01.675997_246,1,1101,2019-01-19
2020-04-15T19:57:01.675997_247,3,1333,2019-01-20
2020-04-15T19:57:01.675997_248,3,1675,2019-01-20
2020-04-15T19:57:01.675997_249,1,1277,2019-01-20
2020-04-15T19:57:01.675997_250,3,1506,2019-01-20
2020-04-15T19:57:01.675997_251,2,1923,2019-01-20
2020-04-15T19:57:01.675997_252,2,1506,2019-01-20
2020-04-15T19:57:01.675997_253,1,1294,2019-01-20
2020-04-15T19:57:01.675997_254,2,1371,2019-01-20
2020-04-15T19:57:01.675997_255,1,1298,2019-01-20
2020-04-15T19:57:01.675997_256,1,1632,2019-01-20
2020-04-15T19:57:01.675997_257,2,1973,2019-01-20
2020-04-15T19:57:01.675997_258,3,1333,2019-01-20
2020-04-15T19:57:01.675997_259,2,1200,2019-01-20
2020-04-15T19:57:01.675997_260,1,1100,2019-01-20
2020-04-15T19:57:01.675997_261,3,1307,2019-01-20
2020-04-15T19:57:01.675997_262,2,1701,2019-01-20
2020-04-15T19:57:01.675997_263,2,1706,2019-01-20
2020-04-15T19:57:01.675997_264,2,1061,2019-01-20
2020-04-15T19:57:01.675997_265,1,1765,2019-01-20
2020-04-15T19:57:01.675997_266,3,1636,2019-01-20
2020-04-15T19:57:01.675997_267,1,1765,2019-01-20
2020-04-15T19:57:01.675997_268,3,1856,2019-01-20
2020-04-15T19:57:01.675997_269,2,1595,2019-01-20
2020-04-15T19:57:01.675997_270,3,1232,2019-01-21
2020-04-15T19:57:01.675997_271,1,1509,2019-01-21
2020-04-15T19:57:01.675997_272,3,1761,2019-01-21
2020-04-15T19:57:01.675997_273,3,1865,2019-01-21
2020-04-15T19:57:01.675997_274,1,1992,2019-01-21
2020-04-15T19:57:01.675997_275,1,1520,2019-01-21
2020-04-15T19:57:01.675997_276,2,1900,2019-01-21
2020-04-15T19:57:01.675997_277,1,1942,2019-01-21
2020-04-15T19:57:01.675997_278,1,1207,2019-01-21
2020-04-15T19:57:01.675997_279,1,1798,2019-01-21
2020-04-15T19:57:01.675997_280,2,1884,2019-01-22
2020-04-15T19:57:01.675997_281,2,1454,2019-01-22
2020-04-15T19:57:01.675997_282,2,1251,2019-01-22
2020-04-15T19:57:01.675997_283,1,1292,2019-01-22
2020-04-15T19:57:01.675997_284,1,1298,2019-01-22
2020-04-15T19:57:01.676996_285,2,1886,2019-01-22
2020-04-15T19:57:01.676996_286,2,1307,2019-01-22
2020-04-15T19:57:01.676996_287,1,1701,2019-01-22
2020-04-15T19:57:01.676996_288,3,1972,2019-01-22
2020-04-15T19:57:01.676996_289,1,1013,2019-01-23
2020-04-15T19:57:01.676996_290,2,1406,2019-01-23
2020-04-15T19:57:01.676996_291,2,1549,2019-01-23
2020-04-15T19:57:01.676996_292,3,1010,2019-01-23
2020-04-15T19:57:01.676996_293,3,1250,2019-01-23
2020-04-15T19:57:01.676996_294,1,1372,2019-01-23
2020-04-15T19:57:01.676996_295,1,1684,2019-01-23
2020-04-15T19:57:01.676996_296,2,1632,2019-01-23
2020-04-15T19:57:01.676996_297,2,1881,2019-01-23
2020-04-15T19:57:01.676996_298,3,1522,2019-01-23
2020-04-15T19:57:01.676996_299,3,1506,2019-01-24
2020-04-15T19:57:01.676996_300,3,1792,2019-01-24
2020-04-15T19:57:01.676996_301,2,1520,2019-01-24
2020-04-15T19:57:01.676996_302,1,1371,2019-01-24
2020-04-15T19:57:01.676996_303,1,1632,2019-01-24
2020-04-15T19:57:01.676996_304,3,1030,2019-01-24
2020-04-15T19:57:01.676996_305,3,1595,2019-01-24
2020-04-15T19:57:01.676996_306,3,1346,2019-01-24
2020-04-15T19:57:01.676996_307,2,1865,2019-01-25
2020-04-15T19:57:01.676996_308,3,1061,2019-01-25
2020-04-15T19:57:01.676996_309,2,1509,2019-01-25
2020-04-15T19:57:01.676996_310,1,1898,2019-01-25
2020-04-15T19:57:01.676996_311,1,1856,2019-01-25
2020-04-15T19:57:01.676996_312,2,1331,2019-01-25
2020-04-15T19:57:01.676996_313,2,1292,2019-01-25
2020-04-15T19:57:01.676996_314,1,1928,2019-01-25
2020-04-15T19:57:01.676996_315,3,1010,2019-01-25
2020-04-15T19:57:01.676996_316,3,1422,2019-01-26
2020-04-15T19:57:01.676996_317,2,1625,2019-01-26
2020-04-15T19:57:01.676996_318,1,1207,2019-01-26
2020-04-15T19:57:01.676996_319,1,1142,2019-01-26
2020-04-15T19:57:01.676996_320,3,1282,2019-01-26
2020-04-15T19:57:01.676996_321,1,1207,2019-01-26
2020-04-15T19:57:01.676996_322,1,1367,2019-01-26
2020-04-15T19:57:01.676996_323,3,1697,2019-01-26
2020-04-15T19:57:01.676996_324,1,1898,2019-01-26
2020-04-15T19:57:01.676996_325,3,1650,2019-01-26
2020-04-15T19:57:01.676996_326,2,1307,2019-01-26
2020-04-15T19:57:01.676996_327,1,1367,2019-01-26
2020-04-15T19:57:01.676996_328,3,1366,2019-01-26
2020-04-15T19:57:01.676996_329,1,1234,2019-01-26
2020-04-15T19:57:01.676996_330,2,1580,2019-01-26
2020-04-15T19:57:01.676996_331,3,1310,2019-01-26
2020-04-15T19:57:01.676996_332,1,1792,2019-01-26
2020-04-15T19:57:01.676996_333,3,1855,2019-01-26
2020-04-15T19:57:01.676996_334,2,1595,2019-01-26
2020-04-15T19:57:01.676996_335,2,1650,2019-01-26
2020-04-15T19:57:01.676996_336,1,1761,2019-01-26
2020-04-15T19:57:01.676996_337,1,1194,2019-01-26
2020-04-15T19:57:01.676996_338,1,1900,2019-01-26
2020-04-15T19:57:01.676996_339,1,1928,2019-01-27
2020-04-15T19:57:01.676996_340,2,1865,2019-01-27
2020-04-15T19:57:01.676996_341,1,1335,2019-01-27
2020-04-15T19:57:01.676996_342,2,1509,2019-01-27
2020-04-15T19:57:01.676996_343,1,1967,2019-01-27
2020-04-15T19:57:01.676996_344,2,1765,2019-01-27
2020-04-15T19:57:01.676996_345,2,1277,2019-01-27
2020-04-15T19:57:01.676996_346,1,1368,2019-01-27
2020-04-15T19:57:01.676996_347,2,1336,2019-01-27
2020-04-15T19:57:01.676996_348,3,1513,2019-01-27
2020-04-15T19:57:01.676996_349,1,1856,2019-01-27
2020-04-15T19:57:01.676996_350,3,1684,2019-01-27
2020-04-15T19:57:01.676996_351,1,1194,2019-01-27
2020-04-15T19:57:01.676996_352,2,1333,2019-01-27
2020-04-15T19:57:01.676996_353,1,1520,2019-01-27
2020-04-15T19:57:01.676996_354,1,1368,2019-01-27
2020-04-15T19:57:01.676996_355,2,1061,2019-01-27
2020-04-15T19:57:01.676996_356,3,1509,2019-01-27
2020-04-15T19:57:01.676996_357,2,1454,2019-01-27
2020-04-15T19:57:01.676996_358,1,1289,2019-01-27
2020-04-15T19:57:01.676996_359,3,1487,2019-01-27
2020-04-15T19:57:01.676996_360,3,1540,2019-01-27
2020-04-15T19:57:01.676996_361,3,1506,2019-01-27
2020-04-15T19:57:01.677995_362,3,1923,2019-01-28
2020-04-15T19:57:01.677995_363,2,1855,2019-01-28
2020-04-15T19:57:01.677995_364,3,1549,2019-01-28
2020-04-15T19:57:01.677995_365,2,1222,2019-01-28
2020-04-15T19:57:01.677995_366,1,1684,2019-01-28
2020-04-15T19:57:01.677995_367,1,1589,2019-01-28
2020-04-15T19:57:01.677995_368,1,1272,2019-01-28
2020-04-15T19:57:01.677995_369,3,1522,2019-01-28
2020-04-15T19:57:01.677995_370,3,1452,2019-01-28
2020-04-15T19:57:01.677995_371,2,1406,2019-01-28
2020-04-15T19:57:01.677995_372,2,1336,2019-01-28
2020-04-15T19:57:01.677995_373,3,1997,2019-01-29
2020-04-15T19:57:01.677995_374,3,1087,2019-01-29
2020-04-15T19:57:01.677995_375,3,1333,2019-01-29
2020-04-15T19:57:01.677995_376,3,1074,2019-01-29
2020-04-15T19:57:01.677995_377,3,1413,2019-01-29
2020-04-15T19:57:01.677995_378,2,1620,2019-01-29
2020-04-15T19:57:01.677995_379,3,1881,2019-01-29
2020-04-15T19:57:01.677995_380,3,1972,2019-01-29
2020-04-15T19:57:01.677995_381,1,1101,2019-01-29
2020-04-15T19:57:01.677995_382,2,1795,2019-01-30
2020-04-15T19:57:01.677995_383,3,1660,2019-01-30
2020-04-15T19:57:01.677995_384,1,1031,2019-01-30
2020-04-15T19:57:01.677995_385,3,1761,2019-01-30
2020-04-15T19:57:01.677995_386,1,1540,2019-01-30
2020-04-15T19:57:01.677995_387,3,1422,2019-01-30
2020-04-15T19:57:01.677995_388,1,1414,2019-01-30
2020-04-15T19:57:01.677995_389,3,1298,2019-01-30
2020-04-15T19:57:01.677995_390,1,1310,2019-01-30
2020-04-15T19:57:01.677995_391,2,1142,2019-01-30
2020-04-15T19:57:01.677995_392,1,1165,2019-01-30
2020-04-15T19:57:01.677995_393,3,1194,2019-01-31
2020-04-15T19:57:01.677995_394,1,1884,2019-01-31
2020-04-15T19:57:01.677995_395,1,1973,2019-01-31
2020-04-15T19:57:01.677995_396,2,1513,2019-01-31
2020-04-15T19:57:01.677995_397,1,1942,2019-01-31
2020-04-15T19:57:01.677995_398,3,1372,2019-01-31
2020-04-15T19:57:01.677995_399,1,1335,2019-01-31
2020-04-15T19:57:01.677995_400,3,1361,2019-01-31
2020-04-15T19:57:01.677995_401,1,1385,2019-01-31
2020-04-15T19:57:01.677995_402,2,1282,2019-01-31
2020-04-15T19:57:01.677995_403,3,1992,2019-01-31
2020-04-15T19:57:01.677995_404,2,1234,2019-01-31
2020-04-15T19:58:04.363159_0,2,1540,2019-02-01
2020-04-15T19:58:04.363159_1,1,1298,2019-02-01
2020-04-15T19:58:04.363159_2,2,1992,2019-02-01
2020-04-15T19:58:04.363159_3,2,1346,2019-02-01
2020-04-15T19:58:04.363159_4,1,1335,2019-02-01
2020-04-15T19:58:04.364159_10,2,1540,2019-02-02
2020-04-15T19:58:04.364159_11,2,1923,2019-02-02
2020-04-15T19:58:04.364159_12,3,1292,2019-02-02
2020-04-15T19:58:04.364159_13,1,1967,2019-02-02
2020-04-15T19:58:04.364159_14,3,1625,2019-02-02
2020-04-15T19:58:04.364159_15,1,1898,2019-02-02
2020-04-15T19:58:04.364159_16,3,1997,2019-02-02
2020-04-15T19:58:04.364159_17,1,1487,2019-02-02
2020-04-15T19:58:04.364159_18,2,1335,2019-02-02
2020-04-15T19:58:04.364159_19,2,1898,2019-02-02
2020-04-15T19:58:04.364159_20,1,1589,2019-02-02
2020-04-15T19:58:04.364159_21,2,1595,2019-02-02
2020-04-15T19:58:04.364159_22,2,1413,2019-02-02
2020-04-15T19:58:04.364159_23,2,1792,2019-02-02
2020-04-15T19:58:04.364159_24,3,1636,2019-02-02
2020-04-15T19:58:04.364159_25,1,1250,2019-02-02
2020-04-15T19:58:04.364159_26,1,1761,2019-02-02
2020-04-15T19:58:04.364159_27,3,1595,2019-02-02
2020-04-15T19:58:04.364159_28,2,1675,2019-02-02
2020-04-15T19:58:04.364159_29,3,1881,2019-02-02
2020-04-15T19:58:04.364159_30,3,1200,2019-02-03
2020-04-15T19:58:04.364159_31,3,1310,2019-02-03
2020-04-15T19:58:04.364159_32,3,1372,2019-02-03
2020-04-15T19:58:04.364159_33,3,1511,2019-02-03
2020-04-15T19:58:04.364159_34,1,1101,2019-02-03
2020-04-15T19:58:04.364159_35,1,1413,2019-02-03
2020-04-15T19:58:04.364159_36,2,1422,2019-02-03
2020-04-15T19:58:04.364159_37,2,1232,2019-02-03
2020-04-15T19:58:04.364159_38,3,1013,2019-02-03
2020-04-15T19:58:04.364159_39,3,1460,2019-02-03
2020-04-15T19:58:04.364159_40,2,1010,2019-02-03
2020-04-15T19:58:04.364159_41,3,1207,2019-02-03
2020-04-15T19:58:04.364159_42,3,1706,2019-02-03
2020-04-15T19:58:04.364159_43,3,1289,2019-02-03
2020-04-15T19:58:04.364159_44,2,1310,2019-02-03
2020-04-15T19:58:04.364159_45,3,1595,2019-02-03
2020-04-15T19:58:04.364159_46,1,1234,2019-02-03
2020-04-15T19:58:04.364159_47,2,1222,2019-02-03
2020-04-15T19:58:04.364159_48,2,1100,2019-02-03
2020-04-15T19:58:04.364159_49,1,1336,2019-02-03
2020-04-15T19:58:04.364159_5,3,1475,2019-02-01
2020-04-15T19:58:04.364159_50,2,1942,2019-02-03
2020-04-15T19:58:04.364159_51,1,1134,2019-02-03
2020-04-15T19:58:04.364159_52,1,1413,2019-02-03
2020-04-15T19:58:04.364159_53,3,1292,2019-02-04
2020-04-15T19:58:04.364159_54,3,1568,2019-02-04
2020-04-15T19:58:04.364159_55,3,1277,2019-02-04
2020-04-15T19:58:04.364159_56,1,1570,2019-02-04
2020-04-15T19:58:04.364159_57,1,1697,2019-02-04
2020-04-15T19:58:04.364159_58,2,1250,2019-02-04
2020-04-15T19:58:04.364159_59,2,1234,2019-02-04
2020-04-15T19:58:04.364159_6,1,1632,2019-02-01
2020-04-15T19:58:04.364159_60,3,1973,2019-02-04
2020-04-15T19:58:04.364159_61,1,1452,2019-02-04
2020-04-15T19:58:04.364159_62,2,1942,2019-02-04
